0CM_CDT5,0VTYPE,0FISCPER,..._CURRCY,ZPI_SVL
146,52,2019033,CNY,1283032.3689012858
700,52,2020030,CNY,986507.4720316689
586,52,2018004,CNY,36612.018804865664
67,52,2018015,CNY,1608326.7003202813
663,52,2018023,CNY,848265.6173061699
966,52,2018051,CNY,163106.33277481055
756,52,2019010,CNY,956790.3985579178
981,52,2019051,CNY,103529.43268785183
897,52,2018049,CNY,1068897.614325869
90,52,2018043,CNY,1472351.4771153238
369,52,2018027,CNY,354495.8048712142
2,52,2020009,CNY,455125.23721015215
56,52,2018017,CNY,1632600.140540845
566,52,2018014,CNY,1265315.3294890344
255,52,2020033,CNY,21063.74713697023
536,52,2019037,CNY,933912.302707811
742,52,2018046,CNY,1704448.8912310533
542,52,2019022,CNY,1359566.5771024465
378,52,2018006,CNY,1316602.5425668203
501,52,2019022,CNY,891854.9688608935
986,52,2020008,CNY,1216169.6857333097
792,52,2018021,CNY,1665011.0309140105
930,52,2019006,CNY,81596.91903181998
185,52,2019008,CNY,1114836.4411799842
524,52,2019003,CNY,228404.84479272153
752,52,2019035,CNY,811426.9694328548
961,52,2020030,CNY,136836.0424392666
463,52,2019018,CNY,1740441.052322095
975,52,2020012,CNY,1574027.8858581174
318,52,2019020,CNY,1131925.358086523
84,52,2018018,CNY,1237200.4201481785
495,52,2018009,CNY,761785.7645598457
924,52,2018037,CNY,785336.012422023
764,52,2019031,CNY,955408.6220287728
856,52,2020033,CNY,1455637.6846210272
17,52,2019017,CNY,804929.7431571569
552,52,2018019,CNY,543913.9208946185
726,52,2020038,CNY,392102.3106643523
615,52,2018037,CNY,1762321.0022529338
557,52,2020046,CNY,853482.8902703577
963,52,2020038,CNY,1270293.6125869271
572,52,2019007,CNY,216481.67209670163
454,52,2020034,CNY,1103224.901254795
330,52,2019026,CNY,1267284.0493339747
383,52,2020019,CNY,765539.491304239
433,52,2018037,CNY,510852.5543288113
242,52,2020019,CNY,107821.46706224763
603,52,2019029,CNY,1425068.86339999
769,52,2018033,CNY,119040.24789106112
921,52,2019041,CNY,1324512.9589913143
278,52,2018044,CNY,966434.3936923353
837,52,2019018,CNY,1073225.0413743993
553,52,2020007,CNY,804289.3687414461
989,52,2018025,CNY,1513389.1572540046
90,52,2019044,CNY,623058.6466571244
680,52,2018035,CNY,1007903.8587229912
205,52,2018052,CNY,1417619.0937701832
544,52,2020052,CNY,1493282.1481306904
450,52,2018024,CNY,127998.3668038494
825,52,2020032,CNY,1470203.0567412898
169,52,2018017,CNY,449941.34274874
861,52,2018005,CNY,687754.1217062485
313,52,2020041,CNY,1138412.3304143308
30,52,2019021,CNY,595209.3862225154
849,52,2018014,CNY,255993.28762262856
268,52,2018020,CNY,1586811.8940145343
282,52,2018022,CNY,987867.3941516593
60,52,2018008,CNY,178258.232321466
78,52,2018008,CNY,293489.3070648762
55,52,2020030,CNY,929204.8361943989
491,52,2018037,CNY,587779.0183086627
441,52,2020028,CNY,871889.3815199556
391,52,2018031,CNY,1753062.9765382705
934,52,2020007,CNY,1214930.498956637
627,52,2018005,CNY,80131.1322006228
440,52,2020036,CNY,1510907.0601874718
8,52,2019015,CNY,784463.8662911565
866,52,2018024,CNY,715146.9830423216
931,52,2020031,CNY,614758.353629656
596,52,2020036,CNY,694504.2681523014
745,52,2018046,CNY,1523622.702009776
237,52,2019033,CNY,1347270.7713730768
707,52,2020052,CNY,971973.1283453443
947,52,2019038,CNY,1450497.6245013122
104,52,2020026,CNY,965647.4557431589
625,52,2020009,CNY,978756.7102383372
755,52,2020041,CNY,277087.36890500097
924,52,2018025,CNY,983447.3503934504
44,52,2019010,CNY,227778.369299439
546,52,2019014,CNY,751655.1180837532
638,52,2020046,CNY,558204.0675936376
323,52,2018007,CNY,79306.85258103978
758,52,2018045,CNY,888410.5224936275
675,52,2019005,CNY,161231.85059675667
472,52,2018011,CNY,1142271.7391520431
982,52,2020049,CNY,1748065.2402142133
564,52,2019009,CNY,1631570.4031662082
90,52,2018042,CNY,874247.6417263035
587,52,2018043,CNY,857464.1707719645
776,52,2020038,CNY,118124.28975902076
904,52,2020041,CNY,1233828.1374900814
558,52,2020041,CNY,687943.1607951991
510,52,2019042,CNY,1726184.552659583
190,52,2018022,CNY,1509250.9463903464
962,52,2018048,CNY,358968.1793543899
608,52,2020029,CNY,1537842.4269077876
967,52,2020034,CNY,1650781.1842082348
483,52,2018047,CNY,1490618.8211508426
920,52,2020002,CNY,1294013.3811892157
818,52,2019029,CNY,333711.7309702264
1000,52,2019011,CNY,479482.44628216635
562,52,2019013,CNY,58415.44602497312
2,52,2019039,CNY,188354.68535910075
752,52,2018032,CNY,243495.89462649467
520,52,2020037,CNY,380637.0214050727
80,52,2020029,CNY,238796.17335864351
828,52,2020020,CNY,305498.2471141115
492,52,2018046,CNY,185935.70269477137
690,52,2020042,CNY,987317.8514911672
794,52,2020021,CNY,446831.6948561549
936,52,2020039,CNY,1742163.0960255456
854,52,2018024,CNY,1070823.8245870809
128,52,2018007,CNY,1070991.7287973785
653,52,2019012,CNY,1469368.3861958163
493,52,2018002,CNY,289801.6735350883
718,52,2018041,CNY,1707497.8312378302
76,52,2019002,CNY,464006.7977009419
783,52,2020044,CNY,355783.87147541955
982,52,2020009,CNY,1098387.059536729
751,52,2019005,CNY,1171241.4816099668
564,52,2020010,CNY,27510.636032866983
499,52,2020013,CNY,908303.8231268327
664,52,2018032,CNY,808650.5194646241
76,52,2018031,CNY,264781.7986806711
152,52,2019043,CNY,661736.2273050281
82,52,2018024,CNY,478329.57586371066
398,52,2019040,CNY,1269693.3805302023
311,52,2020051,CNY,869549.7440346242
670,52,2019049,CNY,770676.5878495853
224,52,2020015,CNY,616560.6697546658
112,52,2019049,CNY,611193.8846093384
99,52,2020036,CNY,762467.8418016868
311,52,2018012,CNY,1766577.1802043745
708,52,2018029,CNY,1153720.8536082583
802,52,2018013,CNY,952241.2289013298
302,52,2018026,CNY,1208570.9246646098
603,52,2019005,CNY,414066.2298902722
364,52,2020020,CNY,231636.32462345925
676,52,2020019,CNY,1319303.2500707759
119,52,2019012,CNY,608192.8953318616
262,52,2018018,CNY,759239.6561527237
767,52,2020028,CNY,1329227.2924944723
879,52,2020018,CNY,697587.5329988819
467,52,2020026,CNY,1719105.2264391272
261,52,2018026,CNY,1357624.173619952
126,52,2019033,CNY,1678705.6609272542
817,52,2019041,CNY,1304907.1550105258
658,52,2018052,CNY,196541.32367806576
167,52,2019051,CNY,1115034.073111144
144,52,2020034,CNY,492875.7240796496
547,52,2020038,CNY,892086.8062549176
233,52,2018020,CNY,826035.8879436643
524,52,2020018,CNY,329477.1497700484
280,52,2019041,CNY,1201544.548424695
942,52,2020044,CNY,1178350.4631390646
1000,52,2020035,CNY,1175033.8968272558
217,52,2019013,CNY,71524.1223799931
231,52,2020017,CNY,603096.9331832994
388,52,2018004,CNY,1210111.681353966
815,52,2020037,CNY,398964.2445039478
98,52,2019031,CNY,60303.552391772464
922,52,2018017,CNY,561685.9705558749
894,52,2018010,CNY,480537.7385275733
237,52,2019037,CNY,1234938.024305339
252,52,2019043,CNY,1571800.0930532054
276,52,2019046,CNY,373176.5144715
843,52,2018047,CNY,366429.74253087194
677,52,2018007,CNY,1180413.9446799504
840,52,2019042,CNY,1467074.304619459
518,52,2020034,CNY,394655.47574577376
926,52,2019046,CNY,472272.0730809305
248,52,2020019,CNY,1458105.0245819176
682,52,2020050,CNY,7002.291283801617
88,52,2020051,CNY,525913.5827518603
938,52,2020051,CNY,725843.1827499808
643,52,2020006,CNY,1357739.344365165
432,52,2018017,CNY,291830.5681485628
991,52,2020020,CNY,1035716.8049224997
322,52,2018014,CNY,1679101.50680514
558,52,2019041,CNY,1277641.6784752202
492,52,2018011,CNY,514720.8541943516
182,52,2018004,CNY,1752879.6875115535
465,52,2018017,CNY,208227.17675221755
965,52,2018029,CNY,551703.4650667759
791,52,2019026,CNY,816546.4881366729
814,52,2018026,CNY,107448.02957455379
46,52,2019032,CNY,672774.498356583
38,52,2018009,CNY,1737389.2407218886
420,52,2019030,CNY,1324222.711292657
960,52,2018009,CNY,430765.66936530813
532,52,2019014,CNY,94799.77077432624
907,52,2019047,CNY,466566.5661197848
478,52,2020046,CNY,1748090.5110242811
122,52,2018052,CNY,939246.7261634313
866,52,2019025,CNY,90007.2569450231
890,52,2018051,CNY,1251456.945409259
324,52,2018008,CNY,543077.6536289266
619,52,2019045,CNY,65318.21154528446
562,52,2018019,CNY,570339.9959447498
628,52,2019022,CNY,1128583.683533647
932,52,2019049,CNY,1589668.625689792
110,52,2018036,CNY,568582.8039377196
923,52,2018002,CNY,1585384.4712272142
597,52,2020044,CNY,1246705.383391113
429,52,2019038,CNY,775568.8808646017
551,52,2020037,CNY,904932.3820887855
956,52,2018016,CNY,291857.9824927012
632,52,2019008,CNY,1616077.4981894107
609,52,2020037,CNY,990429.728934307
90,52,2019051,CNY,883834.9993406995
605,52,2019029,CNY,245051.20127524572
199,52,2018041,CNY,1081257.1069946878
605,52,2019003,CNY,507282.4135371493
8,52,2019001,CNY,668097.1291946885
47,52,2018015,CNY,972045.3822604642
337,52,2018041,CNY,285252.3532959233
145,52,2019019,CNY,855978.0490818998
713,52,2019033,CNY,327872.46788614045
676,52,2019044,CNY,1335889.6268683325
618,52,2018016,CNY,1015129.4171729469
990,52,2020047,CNY,43367.40009288573
484,52,2019026,CNY,216716.93653156885
714,52,2019028,CNY,1559708.8159887
756,52,2019008,CNY,1290078.9449790844
769,52,2019035,CNY,1065260.5188563215
81,52,2019038,CNY,1769383.6491071666
191,52,2019020,CNY,349048.70975223824
69,52,2018036,CNY,1371581.5226341686
898,52,2019028,CNY,23993.396756338974
662,52,2018025,CNY,275269.37371517305
566,52,2019009,CNY,708835.1729361558
58,52,2018050,CNY,712200.8127595821
516,52,2018007,CNY,708153.611172667
242,52,2019042,CNY,795304.694033867
540,52,2020042,CNY,991333.1487399313
935,52,2018049,CNY,1444419.1439252738
932,52,2018036,CNY,223823.35956377708
883,52,2019041,CNY,1705658.692012155
631,52,2019027,CNY,23816.24987892092
298,52,2018038,CNY,424216.8777002895
371,52,2019005,CNY,1013456.2914765973
266,52,2018025,CNY,526225.82253916
432,52,2018038,CNY,1540278.8131153511
63,52,2020004,CNY,224464.81331377247
128,52,2018039,CNY,1209649.7608416749
651,52,2018027,CNY,1512904.667708123
993,52,2018022,CNY,116617.58443525012
372,52,2020040,CNY,380293.53152051085
82,52,2020032,CNY,793902.2791866856
550,52,2019041,CNY,1345656.8290361397
952,52,2020046,CNY,42271.65665817974
333,52,2018048,CNY,122109.31217263738
670,52,2018015,CNY,264039.07896281977
508,52,2018001,CNY,723104.0380652195
182,52,2019045,CNY,488330.4487617219
519,52,2019028,CNY,540596.417838438
782,52,2020050,CNY,1021614.2830751352
544,52,2019045,CNY,612986.4014218355
506,52,2020017,CNY,1052977.1513678194
284,52,2019017,CNY,1767290.4954849002
99,52,2020036,CNY,978508.2970575303
790,52,2019051,CNY,1291347.699880625
888,52,2020010,CNY,1049171.2994321687
277,52,2018015,CNY,145607.11345102495
21,52,2018046,CNY,467866.63521155296
512,52,2019035,CNY,1177494.6563849521
226,52,2019016,CNY,753789.4029335744
53,52,2019031,CNY,1274705.912445782
963,52,2018046,CNY,299025.77587498364
874,52,2020029,CNY,840251.6123433878
271,52,2018001,CNY,1728486.1826698594
29,52,2020011,CNY,319824.47659728094
218,52,2019021,CNY,1674047.1503567768
696,52,2019046,CNY,1177485.1009264793
554,52,2020030,CNY,1704790.9739715483
897,52,2019028,CNY,1274533.730512239
536,52,2018006,CNY,476593.3848822904
142,52,2019038,CNY,515406.6514336239
462,52,2020036,CNY,428460.445042037
769,52,2019024,CNY,652413.4410341848
30,52,2019045,CNY,589655.7487475236
139,52,2019044,CNY,317198.8147743441
995,52,2018029,CNY,41160.8055052176
951,52,2019023,CNY,957879.0850950336
434,52,2019009,CNY,681978.0014548252
40,52,2018033,CNY,400086.3873925465
283,52,2020014,CNY,709723.4104963958
229,52,2020024,CNY,70417.92073294258
909,52,2018001,CNY,1293716.5820876916
264,52,2020052,CNY,458432.31349213613
591,52,2019037,CNY,1302329.449583685
284,52,2019015,CNY,1142228.6590447077
274,52,2020048,CNY,1603062.8911523097
906,52,2018002,CNY,740595.7502342591
326,52,2018008,CNY,1682531.7568560026
798,52,2020046,CNY,1158394.5850862816
108,52,2018040,CNY,483411.0421138324
180,52,2019042,CNY,1491104.2326573764
906,52,2019028,CNY,215439.29178805268
564,52,2018009,CNY,594677.9569498482
729,52,2020014,CNY,532265.0765850119
875,52,2019028,CNY,1523555.613273621
142,52,2018018,CNY,846013.1507059024
251,52,2019030,CNY,1656696.9382902123
224,52,2019036,CNY,717631.3207178991
89,52,2018043,CNY,1541506.7432274888
138,52,2020015,CNY,1765184.6952985113
56,52,2019003,CNY,1109160.4232294962
304,52,2019024,CNY,150407.53469690945
816,52,2018011,CNY,196805.71483382877
402,52,2020052,CNY,615392.4262320101
828,52,2020048,CNY,1144761.2329060475
283,52,2019046,CNY,436097.33273687086
318,52,2019013,CNY,251414.3292797269
450,52,2020009,CNY,371436.5590563471
577,52,2019030,CNY,1292951.5033013006
339,52,2019033,CNY,1114908.8766684446
753,52,2020030,CNY,145844.93977350052
465,52,2018046,CNY,941420.57571287
813,52,2019011,CNY,240752.15990921576
775,52,2020046,CNY,998834.9902291956
751,52,2019028,CNY,711326.5252103071
245,52,2019036,CNY,171935.318216481
28,52,2020049,CNY,1423269.6710885868
386,52,2020021,CNY,190623.90265506355
678,52,2020043,CNY,1179631.6442606905
156,52,2019044,CNY,893520.3136619285
70,52,2020002,CNY,1496520.492161538
155,52,2019021,CNY,1744555.9527947225
947,52,2020037,CNY,426386.7057824061
165,52,2018037,CNY,1268419.0462323783
6,52,2018037,CNY,1421837.8663092232
340,52,2018031,CNY,1232145.3831259457
571,52,2019046,CNY,262544.0874782914
471,52,2018009,CNY,528809.8895644874
946,52,2019039,CNY,737310.3434180417
105,52,2020052,CNY,876282.5202918194
900,52,2019015,CNY,810924.0472401679
95,52,2019038,CNY,1313070.0014804055
894,52,2018051,CNY,605926.5618324287
202,52,2018030,CNY,1295899.6055571155
644,52,2018002,CNY,1491167.5110929727
372,52,2020014,CNY,949493.7072963177
674,52,2019008,CNY,320957.7175259786
807,52,2019012,CNY,1241555.3943762928
953,52,2018047,CNY,1240014.9243071924
479,52,2019025,CNY,295228.61035013676
273,52,2018030,CNY,1001652.9745615511
283,52,2019002,CNY,1627196.3160656348
242,52,2020006,CNY,735816.8775830317
892,52,2018008,CNY,923914.5444472815
950,52,2020026,CNY,585312.4032389707
757,52,2018013,CNY,285976.7370992429
432,52,2020033,CNY,680962.9186872154
766,52,2018018,CNY,628980.9785803268
304,52,2018020,CNY,1061838.9667206095
173,52,2019041,CNY,1328574.8539438497
514,52,2018018,CNY,456050.8753445929
19,52,2018007,CNY,449077.52995555126
748,52,2020041,CNY,157062.33881879065
254,52,2019049,CNY,420538.5527224843
146,52,2019025,CNY,1173352.2140718452
171,52,2020013,CNY,809941.145734538
286,52,2018023,CNY,1567284.715922997
95,52,2019037,CNY,468036.33725949086
98,52,2020009,CNY,187402.40845983138
99,52,2018050,CNY,1120250.7938573193
469,52,2018046,CNY,1574052.3944123131
448,52,2019017,CNY,436257.2358230829
901,52,2019052,CNY,1768891.5896919346
16,52,2019013,CNY,417698.89806851395
830,52,2018036,CNY,499305.6140607462
831,52,2019008,CNY,331867.042414133
64,52,2020002,CNY,1509608.4138400648
189,52,2019021,CNY,948175.7390762495
285,52,2018018,CNY,902576.5055180673
376,52,2019015,CNY,128895.22963796437
707,52,2020047,CNY,1425481.0498310393
749,52,2020033,CNY,1164695.417733945
723,52,2019014,CNY,43561.22264518789
839,52,2018028,CNY,316589.4248614141
217,52,2020046,CNY,326771.9777460679
809,52,2018028,CNY,1402287.47607316
453,52,2020038,CNY,796490.2462626322
152,52,2020043,CNY,1462713.252369555
516,52,2019049,CNY,707183.3532200154
776,52,2019008,CNY,862601.6116653585
907,52,2020024,CNY,1767220.8545212287
224,52,2019031,CNY,439498.87114259525
269,52,2018026,CNY,957161.7016038419
672,52,2019012,CNY,541653.3683629922
252,52,2019034,CNY,1158014.0293579896
779,52,2018012,CNY,51785.09541983961
404,52,2018052,CNY,508827.75006964244
393,52,2019007,CNY,1695074.6511695662
199,52,2018002,CNY,188868.5773492626
604,52,2019020,CNY,871049.8833682305
22,52,2018036,CNY,1244301.9375396722
609,52,2019008,CNY,1512758.0408071545
40,52,2018001,CNY,258244.39406442957
885,52,2020031,CNY,1288015.0116739096
202,52,2019048,CNY,1018160.4024127495
638,52,2020050,CNY,1109820.5416315752
506,52,2020004,CNY,813646.3252308146
188,52,2020022,CNY,1465136.8801886763
240,52,2019045,CNY,447208.07235421956
864,52,2020050,CNY,659608.4026051665
670,52,2018041,CNY,1680036.1206250417
246,52,2018038,CNY,308767.2053024166
738,52,2019026,CNY,896082.5561163323
282,52,2018012,CNY,79270.28351143654
809,52,2019022,CNY,1551912.4862032766
471,52,2018023,CNY,161174.87178163015
526,52,2018019,CNY,987255.3495393515
313,52,2019035,CNY,904142.0752037806
326,52,2018046,CNY,259504.85484525224
10,52,2020042,CNY,244570.8149383036
924,52,2018009,CNY,410938.2255570393
711,52,2019036,CNY,225478.83333921529
454,52,2018011,CNY,932711.4190036667
214,52,2018023,CNY,1103672.2639343808
921,52,2020008,CNY,907219.1809694892
550,52,2020009,CNY,1512143.6659122908
281,52,2019007,CNY,501301.6809255332
387,52,2019036,CNY,775381.1457487935
820,52,2020011,CNY,465242.2317735045
97,52,2018045,CNY,785046.4853244731
160,52,2020039,CNY,1615313.1114247644
269,52,2018045,CNY,2758.69342742296
847,52,2018020,CNY,330044.41293456656
27,52,2018028,CNY,1480807.467808594
48,52,2018040,CNY,1461967.413268595
87,52,2018002,CNY,1616541.0010269454
43,52,2019047,CNY,969670.2977486564
834,52,2020012,CNY,1269996.8523098482
411,52,2018001,CNY,1118824.7259676936
771,52,2019027,CNY,1186686.9793211909
145,52,2019005,CNY,1698206.688150029
593,52,2020037,CNY,1111010.8979326186
486,52,2019049,CNY,1328512.2891682624
988,52,2018025,CNY,453266.46032700955
916,52,2020024,CNY,209285.5813699973
182,52,2018004,CNY,1673815.798843185
33,52,2020017,CNY,401383.4071627968
204,52,2019049,CNY,412933.70171679754
416,52,2018047,CNY,1416752.171362652
734,52,2019006,CNY,1548073.678260597
607,52,2018045,CNY,1289093.5457237838
373,52,2020048,CNY,927262.4738326
757,52,2019016,CNY,1593659.4680440424
666,52,2019033,CNY,128756.491894598
731,52,2019033,CNY,1598530.6285343955
174,52,2018048,CNY,644705.9803521297
464,52,2020024,CNY,960299.1631420278
192,52,2019023,CNY,1660250.8939939637
430,52,2019017,CNY,130187.92548050283
500,52,2019025,CNY,807710.0411878754
165,52,2018045,CNY,1530208.5988788817
85,52,2018007,CNY,1764822.6695726376
316,52,2018011,CNY,1774396.4534931986
89,52,2018043,CNY,1409531.45530937
488,52,2020042,CNY,1166500.170375272
384,52,2019023,CNY,1317754.7812121457
743,52,2020051,CNY,1046554.8593501458
796,52,2018025,CNY,1264081.0270664894
553,52,2018002,CNY,342810.38690841285
577,52,2019013,CNY,428203.6159576957
264,52,2020023,CNY,294887.9048399697
603,52,2018003,CNY,852207.3755325262
290,52,2020006,CNY,1522631.9303967431
71,52,2018047,CNY,1487975.152427287
243,52,2018016,CNY,1583935.8812470876
13,52,2019015,CNY,1565551.9255596146
749,52,2018022,CNY,576076.6321718643
186,52,2019006,CNY,1042241.5774521343
61,52,2019049,CNY,1609171.4821298996
684,52,2020043,CNY,294098.880796507
102,52,2019041,CNY,368499.5352317776
203,52,2020045,CNY,361093.4282385004
153,52,2018027,CNY,1048155.1238144514
630,52,2018001,CNY,377902.59109690203
631,52,2018045,CNY,639218.6312956412
348,52,2019044,CNY,420818.01367860916
877,52,2019011,CNY,1677926.8688695966
759,52,2019016,CNY,442021.9148646402
44,52,2018044,CNY,1300842.9782944918
877,52,2018005,CNY,1327583.237631568
472,52,2020029,CNY,1576671.5135154666
372,52,2019025,CNY,288604.31473305967
890,52,2019035,CNY,324068.3834088612
644,52,2020001,CNY,704474.0538717353
147,52,2020021,CNY,1206434.871164131
981,52,2019017,CNY,1703644.6961911905
605,52,2018042,CNY,1582242.7139424386
290,52,2018042,CNY,1420943.7684953918
438,52,2018001,CNY,565788.4563885954
62,52,2020044,CNY,1459189.6228833627
925,52,2020001,CNY,788334.2556068384
752,52,2019006,CNY,262100.07480121468
19,52,2018040,CNY,671831.2596848054
346,52,2018004,CNY,1711705.1995701522
207,52,2020015,CNY,941233.030262616
722,52,2020016,CNY,953271.5201008937
881,52,2020017,CNY,6743.696843651718
482,52,2019030,CNY,311625.6831626007
665,52,2018032,CNY,132547.05235596144
917,52,2020025,CNY,735152.1294163583
281,52,2019048,CNY,969830.2507856665
411,52,2020003,CNY,1765004.6559737588
918,52,2018008,CNY,641860.688300655
702,52,2020037,CNY,1334616.5631929352
372,52,2018026,CNY,687085.8089879288
109,52,2018029,CNY,1420482.6072856665
141,52,2020032,CNY,754239.004792441
363,52,2020042,CNY,1718029.7029994074
134,52,2019021,CNY,1310557.5653644712
990,52,2020022,CNY,1115765.4315846798
419,52,2019034,CNY,1224182.5448356704
1000,52,2020008,CNY,458835.83769838576
697,52,2020046,CNY,1749766.8542907778
851,52,2019019,CNY,263790.202984179
443,52,2019051,CNY,389107.79291594843
298,52,2020029,CNY,151664.9763208702
928,52,2020033,CNY,732220.9640242592
265,52,2018002,CNY,842658.4420109651
554,52,2020014,CNY,1233609.0169629604
447,52,2019016,CNY,1054683.5027025405
783,52,2020015,CNY,492402.3605605742
750,52,2019032,CNY,781410.7303144105
857,52,2020026,CNY,915529.5064548802
9,52,2019014,CNY,1673845.7898623988
379,52,2019009,CNY,206561.82487033596
975,52,2019043,CNY,1437321.8260573752
780,52,2019030,CNY,483192.66037061345
80,52,2018051,CNY,771994.5716845354
293,52,2018045,CNY,917185.0549753404
169,52,2020001,CNY,717932.105287477
516,52,2018037,CNY,197696.5564269435
139,52,2020036,CNY,1656109.4914396014
132,52,2018018,CNY,952863.9307372447
819,52,2020023,CNY,1652878.5998177188
841,52,2020032,CNY,351878.89173332637
257,52,2020037,CNY,1414261.2857955124
614,52,2019049,CNY,1350307.4588536848
125,52,2018026,CNY,1288244.1283554074
116,52,2018021,CNY,761693.0717095017
233,52,2019052,CNY,1613719.1585292246
528,52,2018046,CNY,1347090.2463017541
819,52,2019047,CNY,69119.28031269244
589,52,2020004,CNY,762777.094210523
883,52,2020034,CNY,474309.21555260447
218,52,2019009,CNY,915389.5352466726
121,52,2019039,CNY,452098.70037221484
748,52,2019007,CNY,903342.6732079503
216,52,2018015,CNY,237474.83512374305
308,52,2018046,CNY,1557741.1931925677
862,52,2018030,CNY,940824.4822416353
738,52,2019024,CNY,1126211.770920957
163,52,2019033,CNY,942681.4497241544
87,52,2020015,CNY,1767132.2035509385
722,52,2019022,CNY,186203.75283765348
670,52,2018049,CNY,1547737.3455344958
73,52,2019001,CNY,1484945.5006532958
267,52,2019008,CNY,285082.86686666234
899,52,2018005,CNY,1554944.6606002806
745,52,2019020,CNY,696598.7369185365
282,52,2019017,CNY,1315458.5630287223
79,52,2019032,CNY,944113.1372251961
157,52,2020032,CNY,95671.20040934382
499,52,2020034,CNY,340417.76433774503
892,52,2018034,CNY,169382.7469654804
970,52,2020024,CNY,1171529.6454787466
934,52,2019002,CNY,1549694.6275853177
800,52,2019045,CNY,1684867.5762356105
443,52,2020021,CNY,1264602.897456818
207,52,2020036,CNY,1008411.2614808218
59,52,2019019,CNY,1439145.3271269274
472,52,2018029,CNY,748126.5299957235
355,52,2018047,CNY,283330.1742256058
471,52,2018011,CNY,1396927.2905163046
128,52,2019034,CNY,611456.5089586446
144,52,2018009,CNY,181580.24794378752
204,52,2020012,CNY,1096135.3701241582
27,52,2018031,CNY,383036.74097740883
139,52,2019011,CNY,1019364.7741831851
277,52,2020052,CNY,826432.5905584292
804,52,2019007,CNY,1767718.7568431639
658,52,2018037,CNY,191344.014886107
192,52,2018010,CNY,1275139.475980244
811,52,2020032,CNY,945083.2605357954
521,52,2018040,CNY,1650757.201872736
498,52,2018031,CNY,1707889.7672063117
890,52,2020046,CNY,439726.5453851563
826,52,2020037,CNY,1762082.473281841
417,52,2019038,CNY,827856.2789308914
301,52,2020006,CNY,31075.111572359296
663,52,2020014,CNY,1430970.9667166425
21,52,2020039,CNY,1547426.4528652912
485,52,2020030,CNY,518143.8641878937
498,52,2020012,CNY,574389.9287333565
898,52,2020049,CNY,1352456.9224195287
67,52,2018037,CNY,1708074.06551163
892,52,2020014,CNY,1503710.6501282554
195,52,2019030,CNY,238742.25714577333
21,52,2020029,CNY,215527.1947211023
15,52,2019007,CNY,51385.84054850444
543,52,2020003,CNY,1586051.745776883
600,52,2019028,CNY,60910.577047774634
521,52,2020001,CNY,293915.8510582884
289,52,2018011,CNY,41456.23004417698
567,52,2019042,CNY,281032.3262412075
165,52,2020004,CNY,932597.8230163397
748,52,2018039,CNY,1320913.853549416
301,52,2019032,CNY,1618541.7263364817
679,52,2018047,CNY,265996.01334297867
214,52,2020018,CNY,169176.8240174434
429,52,2018017,CNY,774634.3275784513
527,52,2018050,CNY,1255857.7880533217
109,52,2019041,CNY,78878.1663640789
144,52,2020020,CNY,1445413.8962600557
121,52,2018034,CNY,787571.7816768237
724,52,2018029,CNY,117158.15075766537
729,52,2020037,CNY,1188063.5726255078
141,52,2018037,CNY,235921.6382401834
863,52,2019048,CNY,817972.0471899051
308,52,2018018,CNY,783195.9512264419
970,52,2018032,CNY,554811.2520681415
427,52,2019034,CNY,1498545.0417098943
17,52,2020035,CNY,765405.0914577899
479,52,2020034,CNY,9086.305165635877
998,52,2018027,CNY,614827.6089183934
919,52,2019039,CNY,1771877.5845089743
225,52,2020005,CNY,676336.8094130264
418,52,2019008,CNY,119018.08843389225
793,52,2019038,CNY,640046.3575175868
947,52,2019004,CNY,952495.4038878361
651,52,2018027,CNY,1728408.507115448
263,52,2020025,CNY,979741.25372457
704,52,2019047,CNY,855380.2934261261
707,52,2018025,CNY,1385343.1577700481
778,52,2018011,CNY,1411312.8495644429
472,52,2020015,CNY,232208.3097576301
4,52,2020045,CNY,286979.03019117547
682,52,2018007,CNY,1773429.212168602
78,52,2018008,CNY,214892.17817535813
324,52,2018031,CNY,92061.33173654288
243,52,2020025,CNY,1611492.6288214813
346,52,2018045,CNY,246403.71996944625
39,52,2019035,CNY,704115.4462477682
764,52,2019032,CNY,758832.4962068497
873,52,2020035,CNY,599885.0162486483
880,52,2019011,CNY,430951.5004835157
381,52,2018034,CNY,1761364.6674787307
133,52,2019010,CNY,712554.9786115994
114,52,2019010,CNY,1176826.3934184022
781,52,2020011,CNY,443457.5412107173
77,52,2020029,CNY,1414641.957339279
721,52,2018028,CNY,1193877.656895093
781,52,2019009,CNY,603368.9288094424
663,52,2020032,CNY,991643.061086511
468,52,2019010,CNY,1224855.2046382874
477,52,2019015,CNY,938613.9727086683
159,52,2019025,CNY,1643245.9219556525
154,52,2019041,CNY,102601.44774293578
7,52,2019040,CNY,1269272.3407631677
726,52,2018040,CNY,598434.8445161236
34,52,2019028,CNY,995995.1989817907
655,52,2019036,CNY,1278865.2610535754
355,52,2019029,CNY,1021490.7924946139
177,52,2019047,CNY,611804.5184777955
640,52,2020044,CNY,967284.1104417603
868,52,2018003,CNY,1550440.1301034852
524,52,2019006,CNY,1599976.3881199146
465,52,2020023,CNY,1640613.4413903537
866,52,2018002,CNY,1430190.6081801096
640,52,2020019,CNY,1356495.9929529717
732,52,2018027,CNY,1723004.0907658685
329,52,2020039,CNY,351984.2751156355
